영화명,개봉일,날짜,관객수,누적관객,스크린수,상영횟수,순위
승부,2025-03-26,2025-04-26,21073,2082195,678,1300,3
압수수색: 내란의 시작,2025-04-23,2025-04-26,11246,29473,241,344,4
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-04-26,8385,782858,174,341,5
콘클라베,2025-03-05,2025-04-26,5713,290825,184,256,6
스노우 폭스2: 몬스터타운 구하기,2025-04-26,2025-04-26,4736,4777,204,375,7
시크릿쥬쥬 마법의 하모니,2025-05-01,2025-04-26,1518,1518,14,14,8
4월 이야기,2000-04-08,2025-04-26,1489,12423,150,222,9
해피엔드,2025-04-30,2025-04-26,1388,3060,6,8,10
야당,2025-04-16,2025-04-27,191882,1636711,1742,6718,1
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-04-27,155958,363032,1450,5614,2
승부,2025-03-26,2025-04-27,17554,2099749,640,1201,3
압수수색: 내란의 시작,2025-04-23,2025-04-27,12105,41578,267,374,4
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-04-27,7750,790608,170,323,5
스노우 폭스2: 몬스터타운 구하기,2025-04-26,2025-04-27,4742,9519,209,371,6
콘클라베,2025-03-05,2025-04-27,4559,295384,176,241,7
플로우,2025-03-19,2025-04-27,1556,172903,92,104,8
시크릿쥬쥬 마법의 하모니,2025-05-01,2025-04-27,990,2508,10,10,9
4월 이야기,2000-04-08,2025-04-27,980,13403,145,192,10
야당,2025-04-16,2025-04-28,65681,1702392,1569,6037,1
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-04-28,17650,380682,963,3153,2
승부,2025-03-26,2025-04-28,7954,2107703,588,1221,3
바이러스,2025-05-07,2025-04-28,5556,5770,29,31,4
압수수색: 내란의 시작,2025-04-23,2025-04-28,4171,45749,265,414,5
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-04-28,3498,794106,151,294,6
콘클라베,2025-03-05,2025-04-28,2402,297786,190,269,7
4월 이야기,2000-04-08,2025-04-28,715,14118,135,210,8
플로우,2025-03-19,2025-04-28,655,173558,55,59,9
브리짓 존스의 일기: 뉴 챕터,2025-04-16,2025-04-28,519,41623,107,120,10
야당,2025-04-16,2025-04-29,58474,1760866,1604,5992,1
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-04-29,17498,398180,969,3006,2
승부,2025-03-26,2025-04-29,8184,2115887,596,1245,3
압수수색: 내란의 시작,2025-04-23,2025-04-29,4041,49790,278,435,4
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-04-29,3882,797988,149,305,5
콘클라베,2025-03-05,2025-04-29,2758,300544,199,279,6
뽀로로 극장판 바닷속 대모험,2025-01-01,2025-04-29,1122,428486,10,11,7
4월 이야기,2000-04-08,2025-04-29,974,15092,136,219,8
우리가 빛이라 상상하는 모든 것,2025-04-23,2025-04-29,703,7066,56,76,9
브리짓 존스의 일기: 뉴 챕터,2025-04-16,2025-04-29,689,42312,122,141,10
거룩한 밤: 데몬 헌터스,2025-04-30,2025-04-30,117030,121309,932,3765,1
썬더볼츠＊,2025-04-30,2025-04-30,100175,101423,1274,4649,2
야당,2025-04-16,2025-04-30,80931,1841797,1059,3344,3
파과,2025-04-30,2025-04-30,33388,42778,641,1872,4
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-04-30,25485,423665,784,1773,5
해피엔드,2025-04-30,2025-04-30,5935,9368,103,141,6
승부,2025-03-26,2025-04-30,3877,2119764,164,198,7
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-04-30,3518,801506,109,144,8
콘클라베,2025-03-05,2025-04-30,1933,302477,71,89,9
압수수색: 내란의 시작,2025-04-23,2025-04-30,1853,51643,116,150,10
야당,2025-04-16,2025-05-01,146882,1988679,1152,3442,1
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-01,127358,248667,921,3404,2
썬더볼츠＊,2025-04-30,2025-05-01,107502,208925,1236,4517,3
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-01,100013,523678,1112,2962,4
파과,2025-04-30,2025-05-01,40055,82833,639,1681,5
시크릿쥬쥬 마법의 하모니,2025-05-01,2025-05-01,12059,14567,543,831,6
쫑알쫑알 똘똘이: 이상한 마을 대모험,2025-04-30,2025-05-01,6129,8273,182,238,7
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-05-01,5404,806910,114,154,8
승부,2025-03-26,2025-05-01,4814,2124578,132,147,9
해피엔드,2025-04-30,2025-05-01,4782,14150,103,140,10
야당,2025-04-16,2025-05-02,88874,2077553,1193,3715,1
썬더볼츠＊,2025-04-30,2025-05-02,70894,279819,1223,4559,2
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-02,70093,318760,926,3346,3
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-02,55940,579618,980,2600,4
파과,2025-04-30,2025-05-02,27564,110397,640,1706,5
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-05-02,4533,811443,116,160,6
해피엔드,2025-04-30,2025-05-02,4516,18666,105,148,7
승부,2025-03-26,2025-05-02,3406,2127984,128,149,8
시크릿쥬쥬 마법의 하모니,2025-05-01,2025-05-02,2799,17366,374,462,9
콘클라베,2025-03-05,2025-05-02,2055,307605,67,81,10
야당,2025-04-16,2025-05-03,151949,2229502,1405,4239,1
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-03,118188,697806,1235,3635,2
썬더볼츠＊,2025-04-30,2025-05-03,104712,384531,1161,4231,3
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-03,93324,412084,1097,3180,4
파과,2025-04-30,2025-05-03,36394,146791,716,1398,5
시크릿쥬쥬 마법의 하모니,2025-05-01,2025-05-03,8248,25614,532,821,6
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-05-03,5951,817394,109,161,7
쫑알쫑알 똘똘이: 이상한 마을 대모험,2025-04-30,2025-05-03,4865,14498,187,305,8
해피엔드,2025-04-30,2025-05-03,4182,22848,111,157,9
콘클라베,2025-03-05,2025-05-03,3298,310903,72,95,10
야당,2025-04-16,2025-05-04,150343,2379845,1421,4376,1
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-04,102974,800780,1269,3735,2
썬더볼츠＊,2025-04-30,2025-05-04,93375,477906,1160,4024,3
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-04,87250,499334,1097,3110,4
파과,2025-04-30,2025-05-04,37267,184058,724,1396,5
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-05-04,6390,823784,116,176,6
시크릿쥬쥬 마법의 하모니,2025-05-01,2025-05-04,6141,31755,526,761,7
해피엔드,2025-04-30,2025-05-04,4103,26951,102,152,8
쫑알쫑알 똘똘이: 이상한 마을 대모험,2025-04-30,2025-05-04,3852,18350,187,299,9
콘클라베,2025-03-05,2025-05-04,3238,314141,76,96,10
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-05,173572,974352,1415,4397,1
야당,2025-04-16,2025-05-05,171926,2551771,1441,4315,2
썬더볼츠＊,2025-04-30,2025-05-05,102297,580203,1101,3717,3
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-05,85676,585010,1087,2956,4
파과,2025-04-30,2025-05-05,41663,225721,693,1267,5
시크릿쥬쥬 마법의 하모니,2025-05-01,2025-05-05,10990,42745,575,895,6
스노우 폭스2: 몬스터타운 구하기,2025-04-26,2025-05-05,7710,30375,224,355,7
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-05-05,7097,830881,119,176,8
쫑알쫑알 똘똘이: 이상한 마을 대모험,2025-04-30,2025-05-05,6961,25311,213,391,9
해피엔드,2025-04-30,2025-05-05,4954,31905,104,157,10
야당,2025-04-16,2025-05-06,121340,2673111,1397,4284,1
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-06,117870,1092222,1256,3679,2
썬더볼츠＊,2025-04-30,2025-05-06,66613,646816,1082,3576,3
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-06,57133,642143,1043,2847,4
파과,2025-04-30,2025-05-06,39173,264894,746,1377,5
시크릿쥬쥬 마법의 하모니,2025-05-01,2025-05-06,10486,53231,523,764,6
쫑알쫑알 똘똘이: 이상한 마을 대모험,2025-04-30,2025-05-06,6125,31436,194,323,7
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-05-06,6110,836991,120,169,8
스노우 폭스2: 몬스터타운 구하기,2025-04-26,2025-05-06,5164,35539,187,269,9
해피엔드,2025-04-30,2025-05-06,4650,36555,109,165,10
야당,2025-04-16,2025-05-07,34587,2707698,971,3243,1
썬더볼츠＊,2025-04-30,2025-05-07,17154,663970,839,2562,2
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-07,13207,655350,736,1881,3
파과,2025-04-30,2025-05-07,12216,277110,649,1243,4
바이러스,2025-05-07,2025-05-07,11453,17223,555,1647,5
괴수 8호: 미션 리컨,2025-05-07,2025-05-07,6734,8710,465,1056,6
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-07,6154,1098376,522,818,7
기동전사 건담 역습의 샤아,2025-05-07,2025-05-07,4493,4493,94,231,8
해피엔드,2025-04-30,2025-05-07,3521,40076,137,182,9
에이티즈 월드 투어 [투워즈 더 라이트 : 윌 투 파워] 인 시네마 ,2025-05-07,2025-05-07,3095,3095,64,109,10
야당,2025-04-16,2025-05-08,31787,2739485,1005,3257,1
썬더볼츠＊,2025-04-30,2025-05-08,15054,679024,826,2382,2
파과,2025-04-30,2025-05-08,14047,291157,771,1412,3
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-08,10743,666093,748,1775,4
바이러스,2025-05-07,2025-05-08,6585,23808,542,1494,5
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-08,5586,1103962,488,734,6
해피엔드,2025-04-30,2025-05-08,3110,43186,136,191,7
미션 임파서블: 파이널 레코닝,2025-05-17,2025-05-08,2968,2968,5,26,8
괴수 8호: 미션 리컨,2025-05-07,2025-05-08,2631,11341,414,784,9
기동전사 건담 역습의 샤아,2025-05-07,2025-05-08,1868,6361,99,216,10
야당,2025-04-16,2025-05-09,51585,2791070,1091,3734,1
썬더볼츠＊,2025-04-30,2025-05-09,28948,707972,923,2682,2
파과,2025-04-30,2025-05-09,21802,312959,838,1657,3
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-09,15475,681568,840,1959,4
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-09,10935,1114897,592,916,5
바이러스,2025-05-07,2025-05-09,9028,32836,615,1627,6
해피엔드,2025-04-30,2025-05-09,4422,47608,147,216,7
괴수 8호: 미션 리컨,2025-05-07,2025-05-09,3377,14718,424,785,8
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-05-09,2837,843514,97,147,9
기동전사 건담 역습의 샤아,2025-05-07,2025-05-09,2541,8902,101,230,10
야당,2025-04-16,2025-05-10,107982,2899052,1150,4049,1
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-10,60383,1175280,1029,2391,2
썬더볼츠＊,2025-04-30,2025-05-10,54647,762619,850,2445,3
파과,2025-04-30,2025-05-10,43769,356728,860,1707,4
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-10,29831,711399,844,1999,5
바이러스,2025-05-07,2025-05-10,12024,44860,663,1325,6
극장판 귀멸의 칼날: 무한열차편,2021-01-27,2025-05-10,11877,2201021,446,804,7
배드 가이즈,2022-05-04,2025-05-10,9925,410254,48,48,8
괴수 8호: 미션 리컨,2025-05-07,2025-05-10,6883,21601,456,709,9
해피엔드,2025-04-30,2025-05-10,5495,53103,162,240,10
야당,2025-04-16,2025-05-11,82863,2981915,1132,3892,1
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-11,61586,1236866,1011,2396,2
썬더볼츠＊,2025-04-30,2025-05-11,41362,803981,837,2358,3
파과,2025-04-30,2025-05-11,37649,394377,886,1729,4
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-11,22214,733613,812,1831,5
바이러스,2025-05-07,2025-05-11,10313,55173,632,1221,6
극장판 귀멸의 칼날: 무한열차편,2021-01-27,2025-05-11,6073,2207094,406,681,7
괴수 8호: 미션 리컨,2025-05-07,2025-05-11,5745,27346,433,648,8
해피엔드,2025-04-30,2025-05-11,5034,58137,156,222,9
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-05-11,4718,853145,125,178,10
야당,2025-04-16,2025-05-12,28690,3010605,1011,3439,1
파과,2025-04-30,2025-05-12,12447,406824,737,1683,2
썬더볼츠＊,2025-04-30,2025-05-12,11401,815382,746,2053,3
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-12,6449,740062,653,1438,4
바이러스,2025-05-07,2025-05-12,4296,59469,506,996,5
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-12,3477,1240343,435,626,6
해피엔드,2025-04-30,2025-05-12,2652,60789,155,242,7
극장판 귀멸의 칼날: 무한열차편,2021-01-27,2025-05-12,1907,2209001,326,503,8
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-05-12,1591,854736,103,147,9
괴수 8호: 미션 리컨,2025-05-07,2025-05-12,1487,28833,324,465,10
야당,2025-04-16,2025-05-13,25579,3036184,1037,3379,1
파과,2025-04-30,2025-05-13,12782,419606,782,1711,2
썬더볼츠＊,2025-04-30,2025-05-13,11010,826392,751,1990,3
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-13,5941,746003,630,1341,4
바이러스,2025-05-07,2025-05-13,4993,64462,491,949,5
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-13,3519,1243862,410,593,6
위드 러브,2025-05-14,2025-05-13,2830,2830,16,16,7
해피엔드,2025-04-30,2025-05-13,2465,63254,158,246,8
극장판 귀멸의 칼날: 무한열차편,2021-01-27,2025-05-13,1510,2210511,294,425,9
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-05-13,1381,856117,104,148,10
야당,2025-04-16,2025-05-14,27555,3063739,1055,3568,1
파과,2025-04-30,2025-05-14,12942,432548,688,1712,2
썬더볼츠＊,2025-04-30,2025-05-14,12230,838622,644,1737,3
파이널 데스티네이션 블러드라인,2025-05-14,2025-05-14,8431,11793,509,1483,4
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-14,5324,751327,562,1078,5
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-14,3606,1247468,376,492,6
"다시 만날, 조국",2025-05-14,2025-05-14,3536,4649,229,372,7
해피엔드,2025-04-30,2025-05-14,3068,66322,168,269,8
바이러스,2025-05-07,2025-05-14,2308,66770,317,424,9
세븐 베일즈	,2025-05-14,2025-05-14,2099,2668,136,232,10
야당,2025-04-16,2025-05-15,28998,3092737,1072,3605,1
파과,2025-04-30,2025-05-15,14641,447189,764,1798,2
썬더볼츠＊,2025-04-30,2025-05-15,11750,850372,642,1721,3
파이널 데스티네이션 블러드라인,2025-05-14,2025-05-15,7042,18835,500,1411,4
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-15,6728,758055,561,1043,5
해피엔드,2025-04-30,2025-05-15,3625,69947,180,285,6
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-15,2891,1250359,373,500,7
"다시 만날, 조국",2025-05-14,2025-05-15,2314,6963,229,354,8
바이러스,2025-05-07,2025-05-15,2094,68864,283,372,9
극장판 귀멸의 칼날: 무한열차편,2021-01-27,2025-05-15,1381,2213329,224,322,10
야당,2025-04-16,2025-05-16,38909,3131646,1087,3914,1
썬더볼츠＊,2025-04-30,2025-05-16,17556,867928,691,1895,2
파과,2025-04-30,2025-05-16,16705,463894,782,1961,3
파이널 데스티네이션 블러드라인,2025-05-14,2025-05-16,10134,28969,515,1504,4
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-16,7549,765604,601,1197,5
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-16,6881,1257240,472,641,6
해피엔드,2025-04-30,2025-05-16,3182,73129,177,297,7
라이즈 오디세이 프리미어 인 시네마, ,2025-05-16,3120,4378,21,21,8
"다시 만날, 조국",2025-05-14,2025-05-16,2678,9641,216,337,9
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-05-16,2365,861227,103,147,10
미션 임파서블: 파이널 레코닝,2025-05-17,2025-05-17,423889,427481,2385,8835,1
야당,2025-04-16,2025-05-17,42905,3174551,723,1730,2
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-17,26400,1283640,641,1119,3
파과,2025-04-30,2025-05-17,14054,477948,523,797,4
썬더볼츠＊,2025-04-30,2025-05-17,11591,879519,460,656,5
파이널 데스티네이션 블러드라인,2025-05-14,2025-05-17,10257,39226,469,621,6
라이즈 오디세이 프리미어 인 시네마, ,2025-05-17,5723,10101,21,42,7
해피엔드,2025-04-30,2025-05-17,3493,76622,133,172,8
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-05-17,3420,864647,73,93,9
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-17,2739,768343,256,302,10
미션 임파서블: 파이널 레코닝,2025-05-17,2025-05-18,335564,763045,2360,8387,1
야당,2025-04-16,2025-05-18,35029,3209580,725,1713,2
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-18,30198,1313838,643,1116,3
파과,2025-04-30,2025-05-18,15987,493935,549,810,4
썬더볼츠＊,2025-04-30,2025-05-18,9722,889241,452,633,5
파이널 데스티네이션 블러드라인,2025-05-14,2025-05-18,7166,46392,434,573,6
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-05-18,4035,868682,83,103,7
해피엔드,2025-04-30,2025-05-18,3220,79842,134,167,8
라이즈 오디세이 프리미어 인 시네마, ,2025-05-18,2717,12818,21,21,9
"다시 만날, 조국",2025-05-14,2025-05-18,2345,14540,173,207,10
미션 임파서블: 파이널 레코닝,2025-05-17,2025-05-19,107449,870494,2091,6743,1
야당,2025-04-16,2025-05-19,14151,3223731,633,1794,2
파과,2025-04-30,2025-05-19,4970,498905,519,943,3
파이널 데스티네이션 블러드라인,2025-05-14,2025-05-19,3604,49996,454,664,4
썬더볼츠＊,2025-04-30,2025-05-19,3393,892634,455,690,5
"다시 만날, 조국",2025-05-14,2025-05-19,1655,16195,177,234,6
해피엔드,2025-04-30,2025-05-19,1586,81428,137,196,7
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-19,1324,771744,215,260,8
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-05-19,1322,870004,70,88,9
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-19,1196,1315034,231,262,10
미션 임파서블: 파이널 레코닝,2025-05-17,2025-05-20,101189,971683,2138,6716,1
야당,2025-04-16,2025-05-20,12485,3236216,657,1761,2
파과,2025-04-30,2025-05-20,4803,503708,498,903,3
파이널 데스티네이션 블러드라인,2025-05-14,2025-05-20,3195,53191,459,638,4
썬더볼츠＊,2025-04-30,2025-05-20,3171,895805,449,670,5
"다시 만날, 조국",2025-05-14,2025-05-20,3013,19208,195,264,6
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-05-20,1537,871541,81,103,7
해피엔드,2025-04-30,2025-05-20,1396,82824,139,200,8
A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2025-05-20,1314,1316348,211,246,9
거룩한 밤: 데몬 헌터스,2025-04-30,2025-05-20,1159,772903,202,240,10
미션 임파서블: 파이널 레코닝,2025-05-17,2025-05-21,96073,1067756,1972,6146,1
릴로 & 스티치,2025-05-21,2025-05-21,18329,19222,765,2070,2
야당,2025-04-16,2025-05-21,12177,3248393,622,1609,3
파과,2025-04-30,2025-05-21,4881,508589,475,762,4
썬더볼츠＊,2025-04-30,2025-05-21,2805,898610,385,536,5
해피엔드,2025-04-30,2025-05-21,2673,85497,143,192,6
주차금지,2025-05-21,2025-05-21,2520,2953,125,180,7
파이널 데스티네이션 블러드라인,2025-05-14,2025-05-21,2335,55526,303,381,8
"부정선거, 신의 작품인가",2025-05-21,2025-05-21,2066,3005,40,50,9
그리드맨 유니버스,2025-05-21,2025-05-21,1608,1912,102,194,10
미션 임파서블: 파이널 레코닝,2025-05-17,2025-05-22,84519,1152275,1941,6045,1
릴로 & 스티치,2025-05-21,2025-05-22,12095,31317,716,1786,2
야당,2025-04-16,2025-05-22,10899,3259292,616,1538,3
나를 모르는 그녀의 세계에서,2025-05-22,2025-05-22,4635,6986,218,486,4
"부정선거, 신의 작품인가",2025-05-21,2025-05-22,4120,7125,70,95,5
파과,2025-04-30,2025-05-22,3782,512371,456,683,6
썬더볼츠＊,2025-04-30,2025-05-22,2497,901107,370,487,7
파이널 데스티네이션 블러드라인,2025-05-14,2025-05-22,2150,57676,291,356,8
해피엔드,2025-04-30,2025-05-22,1746,87243,131,178,9
주차금지,2025-05-21,2025-05-22,1629,4582,124,173,10
미션 임파서블: 파이널 레코닝,2025-05-17,2025-05-23,133298,1285573,2063,6575,1
릴로 & 스티치,2025-05-21,2025-05-23,18751,50068,762,1963,2
야당,2025-04-16,2025-05-23,13776,3273068,652,1653,3
파과,2025-04-30,2025-05-23,4866,517237,477,716,4
"부정선거, 신의 작품인가",2025-05-21,2025-05-23,3657,10782,92,135,5
썬더볼츠＊,2025-04-30,2025-05-23,3486,904593,381,506,6
나를 모르는 그녀의 세계에서,2025-05-22,2025-05-23,3249,10235,212,451,7
파이널 데스티네이션 블러드라인,2025-05-14,2025-05-23,3150,60826,307,370,8
극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2025-05-23,1866,876120,76,99,9
해피엔드,2025-04-30,2025-05-23,1862,89105,144,193,10
