영화명,개봉일,날짜,관객수,누적관객,스크린수,상영횟수,순위
고스트버스터즈: 오싹한 뉴욕,2024-04-17,2024-04-19,5447,15631,585,1494,5
범죄도시4,2024-04-24,2024-04-19,3510,17277,16,22,6
오멘: 저주의 시작,2024-04-03,2024-04-19,3283,161090,380,558,7
듄: 파트2,2024-02-28,2024-04-19,3256,1975520,188,291,8
레옹 ,1995-02-18,2024-04-19,2496,54368,92,128,9
고질라 X 콩: 뉴 엠파이어,2024-03-27,2024-04-19,1290,497646,236,325,10
쿵푸팬더4,2024-04-10,2024-04-20,141451,1138130,1532,6676,1
파묘,2024-02-22,2024-04-20,48982,11749161,1053,3185,2
남은 인생 10년,2023-05-24,2024-04-20,19133,369341,529,1275,3
고스트버스터즈: 오싹한 뉴욕,2024-04-17,2024-04-20,13063,28694,671,1626,4
댓글부대,2024-03-27,2024-04-20,12839,954672,631,1191,5
오멘: 저주의 시작,2024-04-03,2024-04-20,7656,168746,427,660,6
듄: 파트2,2024-02-28,2024-04-20,6954,1982474,187,293,7
범죄도시4,2024-04-24,2024-04-20,5598,22875,17,33,8
고질라 X 콩: 뉴 엠파이어,2024-03-27,2024-04-20,4800,502446,303,465,9
레옹 ,1995-02-18,2024-04-20,2874,57242,104,152,10
쿵푸팬더4,2024-04-10,2024-04-21,110170,1248300,1533,6354,1
파묘,2024-02-22,2024-04-21,35928,11785089,1016,2996,2
남은 인생 10년,2023-05-24,2024-04-21,17539,386880,527,1232,3
댓글부대,2024-03-27,2024-04-21,9194,963866,595,1095,4
고스트버스터즈: 오싹한 뉴욕,2024-04-17,2024-04-21,8266,36960,632,1386,5
범죄도시4,2024-04-24,2024-04-21,5378,28253,20,33,6
오멘: 저주의 시작,2024-04-03,2024-04-21,5306,174052,411,598,7
듄: 파트2,2024-02-28,2024-04-21,4654,1987128,180,277,8
고질라 X 콩: 뉴 엠파이어,2024-03-27,2024-04-21,4280,506726,297,433,9
레옹 ,1995-02-18,2024-04-21,2484,59726,103,150,10
파묘,2024-02-22,2024-04-22,13565,11798654,942,2567,1
쿵푸팬더4,2024-04-10,2024-04-22,12951,1261251,1024,3131,2
범죄도시4,2024-04-24,2024-04-22,9150,37403,39,39,3
스턴트맨,2024-05-01,2024-04-22,7961,24947,34,34,4
남은 인생 10년,2023-05-24,2024-04-22,5052,391932,493,1028,5
댓글부대,2024-03-27,2024-04-22,2977,966843,500,895,6
고스트버스터즈: 오싹한 뉴욕,2024-04-17,2024-04-22,1563,38523,420,756,7
오멘: 저주의 시작,2024-04-03,2024-04-22,1532,175584,287,425,8
듄: 파트2,2024-02-28,2024-04-22,1256,1988384,154,209,9
레옹 ,1995-02-18,2024-04-22,1129,60855,94,139,10
쿵푸팬더4,2024-04-10,2024-04-23,13298,1274549,1013,2916,1
파묘,2024-02-22,2024-04-23,11670,11810324,953,2466,2
스턴트맨,2024-05-01,2024-04-23,8018,32965,38,38,3
남은 인생 10년,2023-05-24,2024-04-23,5615,397547,487,1035,4
범죄도시4,2024-04-24,2024-04-23,3049,40452,16,18,5
댓글부대,2024-03-27,2024-04-23,2848,969691,510,879,6
듄: 파트2,2024-02-28,2024-04-23,1735,1990119,159,223,7
고스트버스터즈: 오싹한 뉴욕,2024-04-17,2024-04-23,1552,40075,421,706,8
오멘: 저주의 시작,2024-04-03,2024-04-23,1509,177093,275,396,9
레옹 ,1995-02-18,2024-04-23,1335,62190,89,140,10
범죄도시4,2024-04-24,2024-04-24,821466,861918,2930,15674,1
쿵푸팬더4,2024-04-10,2024-04-24,7593,1282142,522,854,2
파묘,2024-02-22,2024-04-24,5978,11816302,491,790,3
챌린저스,2024-04-24,2024-04-24,5518,6020,458,820,4
남은 인생 10년,2023-05-24,2024-04-24,2118,399665,156,204,5
여행자의 필요,2024-04-24,2024-04-24,1138,1264,56,96,6
레옹 ,1995-02-18,2024-04-24,446,62636,38,43,7
듄: 파트2,2024-02-28,2024-04-24,442,1990561,15,24,8
악은 존재하지 않는다,2024-03-27,2024-04-24,424,38988,22,25,9
로봇 드림,2024-03-13,2024-04-24,401,39613,24,25,10
범죄도시4,2024-04-24,2024-04-25,473054,1334972,2846,15346,1
쿵푸팬더4,2024-04-10,2024-04-25,6572,1288714,519,831,2
파묘,2024-02-22,2024-04-25,4916,11821218,478,793,3
챌린저스,2024-04-24,2024-04-25,3252,9272,431,797,4
남은 인생 10년,2023-05-24,2024-04-25,2865,402530,181,238,5
몬스터 프렌즈,2024-04-25,2024-04-25,1508,1751,118,122,6
꼬마참새 리차드: 신비한 보석 탐험대,2024-05-01,2024-04-25,595,595,3,3,7
여행자의 필요,2024-04-24,2024-04-25,535,1799,52,86,8
듄: 파트2,2024-02-28,2024-04-25,518,1991079,22,33,9
댓글부대,2024-03-27,2024-04-25,471,970344,34,41,10
범죄도시4,2024-04-24,2024-04-26,651172,1986144,2883,16325,1
쿵푸팬더4,2024-04-10,2024-04-26,11580,1300294,569,944,2
파묘,2024-02-22,2024-04-26,7012,11828230,492,846,3
남은 인생 10년,2023-05-24,2024-04-26,5273,407803,175,255,4
챌린저스,2024-04-24,2024-04-26,4158,13430,448,809,5
몬스터 프렌즈,2024-04-25,2024-04-26,1768,3519,102,105,6
레옹 ,1995-02-18,2024-04-26,870,63879,43,53,7
듄: 파트2,2024-02-28,2024-04-26,823,1991902,24,32,8
땅에 쓰는 시,2024-04-17,2024-04-26,510,5966,39,41,9
여행자의 필요,2024-04-24,2024-04-26,501,2300,47,81,10
범죄도시4,2024-04-24,2024-04-27,1219038,3205182,2980,17616,1
쿵푸팬더4,2024-04-10,2024-04-27,41903,1342197,707,1414,2
파묘,2024-02-22,2024-04-27,10161,11838391,407,603,3
챌린저스,2024-04-24,2024-04-27,6261,19691,448,714,4
남은 인생 10년,2023-05-24,2024-04-27,4700,412503,117,164,5
몬스터 프렌즈,2024-04-25,2024-04-27,1847,5366,173,194,6
레옹 ,1995-02-18,2024-04-27,809,64688,35,42,7
여행자의 필요,2024-04-24,2024-04-27,796,3096,50,87,8
듄: 파트2,2024-02-28,2024-04-27,660,1992562,14,18,9
바람의 세월,2024-04-03,2024-04-27,611,15592,18,19,10
범죄도시4,2024-04-24,2024-04-28,1048321,4253503,2970,16833,1
쿵푸팬더4,2024-04-10,2024-04-28,45459,1387656,688,1396,2
파묘,2024-02-22,2024-04-28,8825,11847216,397,571,3
챌린저스,2024-04-24,2024-04-28,5571,25262,411,645,4
남은 인생 10년,2023-05-24,2024-04-28,5442,417945,129,175,5
몬스터 프렌즈,2024-04-25,2024-04-28,2037,7403,180,201,6
레옹 ,1995-02-18,2024-04-28,677,65365,43,47,7
여행자의 필요,2024-04-24,2024-04-28,619,3715,52,87,8
땅에 쓰는 시,2024-04-17,2024-04-28,559,7017,35,38,9
듄: 파트2,2024-02-28,2024-04-28,545,1993107,16,19,10
범죄도시4,2024-04-24,2024-04-29,362002,4615505,2758,15144,1
쿵푸팬더4,2024-04-10,2024-04-29,6448,1394104,492,835,2
파묘,2024-02-22,2024-04-29,5508,11852724,457,760,3
챌린저스,2024-04-24,2024-04-29,4124,29386,442,783,4
남은 인생 10년,2023-05-24,2024-04-29,2727,420672,152,225,5
레옹 ,1995-02-18,2024-04-29,535,65900,44,51,6
그녀가 죽었다,2024-05-15,2024-04-29,441,441,2,2,7
땅에 쓰는 시,2024-04-17,2024-04-29,400,7417,33,35,8
듄: 파트2,2024-02-28,2024-04-29,392,1993499,18,25,9
여행자의 필요,2024-04-24,2024-04-29,384,4099,48,76,10
범죄도시4,2024-04-24,2024-04-30,389867,5005372,2819,15700,1
쿵푸팬더4,2024-04-10,2024-04-30,10466,1404570,529,869,2
파묘,2024-02-22,2024-04-30,7408,11860132,490,814,3
챌린저스,2024-04-24,2024-04-30,6069,35455,439,812,4
남은 인생 10년,2023-05-24,2024-04-30,4514,425186,158,239,5
고스트버스터즈: 오싹한 뉴욕,2024-04-17,2024-04-30,1155,42831,59,71,6
듄: 파트2,2024-02-28,2024-04-30,680,1994179,17,28,7
소풍,2024-02-07,2024-04-30,600,346451,7,7,8
레옹 ,1995-02-18,2024-04-30,560,66460,41,46,9
몬스터 프렌즈,2024-04-25,2024-04-30,440,8040,70,71,10
범죄도시4,2024-04-24,2024-05-01,784775,5790147,2702,14172,1
쿵푸팬더4,2024-04-10,2024-05-01,38625,1443195,600,919,2
스턴트맨,2024-05-01,2024-05-01,35374,68479,801,2244,3
"포켓몬스터: 성도지방 이야기, 최종장",2024-05-01,2024-05-01,32926,33086,658,1446,4
남은 인생 10년,2023-05-24,2024-05-01,5326,430512,108,142,5
파묘,2024-02-22,2024-05-01,4251,11864383,141,183,6
극장판 실바니안 패밀리: 프레야의 선물,2024-05-01,2024-05-01,3948,4576,188,280,7
꼬마참새 리차드: 신비한 보석 탐험대,2024-05-01,2024-05-01,3851,5305,154,205,8
챌린저스,2024-04-24,2024-05-01,3612,39067,129,152,9
고스트버스터즈: 오싹한 뉴욕,2024-04-17,2024-05-01,2021,44852,50,51,10
범죄도시4,2024-04-24,2024-05-02,250557,6040704,2661,13777,1
스턴트맨,2024-05-01,2024-05-02,12179,80658,780,2158,2
쿵푸팬더4,2024-04-10,2024-05-02,7797,1450992,411,537,3
남은 인생 10년,2023-05-24,2024-05-02,3844,434356,125,185,4
"포켓몬스터: 성도지방 이야기, 최종장",2024-05-01,2024-05-02,2222,35308,377,530,5
파묘,2024-02-22,2024-05-02,2064,11866447,170,224,6
챌린저스,2024-04-24,2024-05-02,1796,40863,136,187,7
고스트버스터즈: 오싹한 뉴욕,2024-04-17,2024-05-02,1590,46442,50,53,8
극장판 실바니안 패밀리: 프레야의 선물,2024-05-01,2024-05-02,1025,5601,108,136,9
꼬마참새 리차드: 신비한 보석 탐험대,2024-05-01,2024-05-02,825,6130,92,101,10
범죄도시4,2024-04-24,2024-05-03,380639,6421343,2715,14654,1
쿵푸팬더4,2024-04-10,2024-05-03,18730,1469722,518,729,2
스턴트맨,2024-05-01,2024-05-03,15895,96553,777,2168,3
남은 인생 10년,2023-05-24,2024-05-03,5779,440135,134,203,4
"포켓몬스터: 성도지방 이야기, 최종장",2024-05-01,2024-05-03,4092,39400,436,623,5
파묘,2024-02-22,2024-05-03,3283,11869730,181,253,6
챌린저스,2024-04-24,2024-05-03,2158,43021,135,184,7
고스트버스터즈: 오싹한 뉴욕,2024-04-17,2024-05-03,1767,48209,54,57,8
꼬마참새 리차드: 신비한 보석 탐험대,2024-05-01,2024-05-03,1056,7186,89,101,9
극장판 실바니안 패밀리: 프레야의 선물,2024-05-01,2024-05-03,903,6504,103,134,10
범죄도시4,2024-04-24,2024-05-04,689896,7111239,2795,15465,1
쿵푸팬더4,2024-04-10,2024-05-04,40696,1510418,790,1533,2
스턴트맨,2024-05-01,2024-05-04,22639,119192,740,1546,3
"포켓몬스터: 성도지방 이야기, 최종장",2024-05-01,2024-05-04,19380,58780,651,1315,4
남은 인생 10년,2023-05-24,2024-05-04,8164,448299,155,231,5
파묘,2024-02-22,2024-05-04,4643,11874373,154,194,6
꼬마참새 리차드: 신비한 보석 탐험대,2024-05-01,2024-05-04,3147,10333,163,224,7
챌린저스,2024-04-24,2024-05-04,3108,46129,106,142,8
극장판 실바니안 패밀리: 프레야의 선물,2024-05-01,2024-05-04,2127,8631,176,222,9
브레드이발소: 셀럽 인 베이커리타운,2024-03-01,2024-05-04,1967,200628,17,20,10
범죄도시4,2024-04-24,2024-05-05,851693,7962932,2778,15002,1
쿵푸팬더4,2024-04-10,2024-05-05,108680,1619098,971,2121,2
"포켓몬스터: 성도지방 이야기, 최종장",2024-05-01,2024-05-05,42991,101771,710,1508,3
스턴트맨,2024-05-01,2024-05-05,29537,148729,728,1437,4
남은 인생 10년,2023-05-24,2024-05-05,10375,458674,175,253,5
꼬마참새 리차드: 신비한 보석 탐험대,2024-05-01,2024-05-05,7465,17798,174,246,6
파묘,2024-02-22,2024-05-05,6329,11880702,158,198,7
극장판 실바니안 패밀리: 프레야의 선물,2024-05-01,2024-05-05,5122,13753,197,265,8
챌린저스,2024-04-24,2024-05-05,3432,49561,97,128,9
신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,2023-12-22,2024-05-05,1519,944400,45,45,10
범죄도시4,2024-04-24,2024-05-06,606796,8569728,2745,14402,1
쿵푸팬더4,2024-04-10,2024-05-06,80253,1699351,860,1717,2
"포켓몬스터: 성도지방 이야기, 최종장",2024-05-01,2024-05-06,30051,131822,633,1292,3
스턴트맨,2024-05-01,2024-05-06,23524,172253,718,1416,4
남은 인생 10년,2023-05-24,2024-05-06,14342,473016,191,286,5
꼬마참새 리차드: 신비한 보석 탐험대,2024-05-01,2024-05-06,5898,23696,169,244,6
파묘,2024-02-22,2024-05-06,4764,11885466,158,205,7
극장판 실바니안 패밀리: 프레야의 선물,2024-05-01,2024-05-06,4418,18171,192,242,8
챌린저스,2024-04-24,2024-05-06,3657,53218,109,146,9
고스트버스터즈: 오싹한 뉴욕,2024-04-17,2024-05-06,1223,50743,50,55,10
범죄도시4,2024-04-24,2024-05-07,148747,8718475,2575,12939,1
스턴트맨,2024-05-01,2024-05-07,8587,180840,709,1620,2
애비게일,2024-05-15,2024-05-07,5189,5189,28,28,3
남은 인생 10년,2023-05-24,2024-05-07,4673,477689,200,327,4
쿵푸팬더4,2024-04-10,2024-05-07,4575,1703926,403,595,5
파묘,2024-02-22,2024-05-07,2286,11887752,214,298,6
챌린저스,2024-04-24,2024-05-07,1634,54852,142,197,7
"포켓몬스터: 성도지방 이야기, 최종장",2024-05-01,2024-05-07,1446,133268,313,402,8
꼬마참새 리차드: 신비한 보석 탐험대,2024-05-01,2024-05-07,762,24458,80,91,9
혹성탈출: 새로운 시대,2024-05-08,2024-05-07,624,624,1,1,10
범죄도시4,2024-04-24,2024-05-08,124517,8842992,2022,9738,1
혹성탈출: 새로운 시대,2024-05-08,2024-05-08,51866,52490,1182,4000,2
악마와의 토크쇼,2024-05-08,2024-05-08,7285,8761,254,707,3
쇼생크 탈출,1995-02-04,2024-05-08,5972,19758,123,272,4
스턴트맨,2024-05-01,2024-05-08,2972,183812,460,636,5
남은 인생 10년,2023-05-24,2024-05-08,2544,480233,182,268,6
쿵푸팬더4,2024-04-10,2024-05-08,1996,1705922,261,306,7
"포켓몬스터: 성도지방 이야기, 최종장",2024-05-01,2024-05-08,1394,134662,220,244,8
파묘,2024-02-22,2024-05-08,1238,11888990,127,162,9
챌린저스,2024-04-24,2024-05-08,1162,56014,123,155,10
범죄도시4,2024-04-24,2024-05-09,117161,8960153,2004,9578,1
혹성탈출: 새로운 시대,2024-05-08,2024-05-09,37603,90093,1171,3916,2
악마와의 토크쇼,2024-05-08,2024-05-09,5179,13940,254,668,3
스턴트맨,2024-05-01,2024-05-09,2941,186753,436,571,4
목소리의 형태,2017-05-09,2024-05-09,2805,280329,159,276,5
남은 인생 10년,2023-05-24,2024-05-09,2765,482998,182,265,6
그녀가 죽었다,2024-05-15,2024-05-09,2758,3199,9,9,7
쇼생크 탈출,1995-02-04,2024-05-09,2446,22204,121,269,8
쿵푸팬더4,2024-04-10,2024-05-09,2424,1708346,261,309,9
파묘,2024-02-22,2024-05-09,1317,11890307,126,153,10
범죄도시4,2024-04-24,2024-05-10,161651,9121804,2035,10137,1
혹성탈출: 새로운 시대,2024-05-08,2024-05-10,53372,143465,1184,4139,2
악마와의 토크쇼,2024-05-08,2024-05-10,7537,21477,243,673,3
남은 인생 10년,2023-05-24,2024-05-10,4357,487355,204,316,4
스턴트맨,2024-05-01,2024-05-10,4293,191046,450,603,5
쿵푸팬더4,2024-04-10,2024-05-10,3745,1712091,300,357,6
쇼생크 탈출,1995-02-04,2024-05-10,2642,24846,124,284,7
목소리의 형태,2017-05-09,2024-05-10,1927,282256,158,270,8
파묘,2024-02-22,2024-05-10,1668,11891975,134,169,9
챌린저스,2024-04-24,2024-05-10,1651,58842,133,166,10
범죄도시4,2024-04-24,2024-05-11,328231,9450035,2071,10791,1
혹성탈출: 새로운 시대,2024-05-08,2024-05-11,140592,284057,1165,4172,2
쿵푸팬더4,2024-04-10,2024-05-11,18961,1731052,600,979,3
악마와의 토크쇼,2024-05-08,2024-05-11,12189,33666,252,622,4
남은 인생 10년,2023-05-24,2024-05-11,12032,499387,257,419,5
"포켓몬스터: 성도지방 이야기, 최종장",2024-05-01,2024-05-11,6624,142786,447,526,6
스턴트맨,2024-05-01,2024-05-11,6511,197557,370,518,7
쇼생크 탈출,1995-02-04,2024-05-11,5010,29856,136,285,8
하이큐!! 끝과 시작,2016-11-16,2024-05-11,3655,104286,48,49,9
파묘,2024-02-22,2024-05-11,3581,11895556,137,185,10
범죄도시4,2024-04-24,2024-05-12,287421,9737456,2042,10391,1
혹성탈출: 새로운 시대,2024-05-08,2024-05-12,131131,415188,1172,4067,2
쿵푸팬더4,2024-04-10,2024-05-12,20437,1751489,606,992,3
남은 인생 10년,2023-05-24,2024-05-12,13377,512764,252,410,4
악마와의 토크쇼,2024-05-08,2024-05-12,9577,43243,251,577,5
"포켓몬스터: 성도지방 이야기, 최종장",2024-05-01,2024-05-12,8070,150856,458,544,6
스턴트맨,2024-05-01,2024-05-12,5528,203085,365,484,7
극장판 하이큐!! 쓰레기장의 결전,2024-05-15,2024-05-12,4661,6791,22,22,8
쇼생크 탈출,1995-02-04,2024-05-12,3947,33803,129,264,9
파묘,2024-02-22,2024-05-12,3278,11898834,132,178,10
범죄도시4,2024-04-24,2024-05-13,87129,9824585,1921,9001,1
혹성탈출: 새로운 시대,2024-05-08,2024-05-13,31774,446962,1134,3818,2
악마와의 토크쇼,2024-05-08,2024-05-13,4218,47461,232,564,3
남은 인생 10년,2023-05-24,2024-05-13,3097,515861,226,365,4
스턴트맨,2024-05-01,2024-05-13,2254,205339,346,487,5
쿵푸팬더4,2024-04-10,2024-05-13,1472,1752961,243,297,6
쇼생크 탈출,1995-02-04,2024-05-13,1471,35274,110,256,7
파묘,2024-02-22,2024-05-13,1284,11900118,144,193,8
챌린저스,2024-04-24,2024-05-13,1239,65873,125,162,9
목화솜 피는 날,2024-05-22,2024-05-13,1052,1052,6,6,10
범죄도시4,2024-04-24,2024-05-14,111645,9936230,1968,9482,1
혹성탈출: 새로운 시대,2024-05-08,2024-05-14,47800,494762,1179,4055,2
악마와의 토크쇼,2024-05-08,2024-05-14,6417,53878,244,611,3
남은 인생 10년,2023-05-24,2024-05-14,4636,520497,242,399,4
스턴트맨,2024-05-01,2024-05-14,3181,208520,372,515,5
쿵푸팬더4,2024-04-10,2024-05-14,3044,1756005,273,329,6
파묘,2024-02-22,2024-05-14,1979,11902097,153,213,7
쇼생크 탈출,1995-02-04,2024-05-14,1916,37190,111,262,8
챌린저스,2024-04-24,2024-05-14,1821,67694,135,173,9
그녀가 죽었다,2024-05-15,2024-05-14,1097,4896,6,6,10
범죄도시4,2024-04-24,2024-05-15,234168,10170398,1353,5839,1
극장판 하이큐!! 쓰레기장의 결전,2024-05-15,2024-05-15,172858,179649,1212,4178,2
그녀가 죽었다,2024-05-15,2024-05-15,106881,111777,898,3179,3
가필드 더 무비,2024-05-15,2024-05-15,100348,102362,852,2234,4
혹성탈출: 새로운 시대,2024-05-08,2024-05-15,98350,593112,936,2039,5
이프: 상상의 친구,2024-05-15,2024-05-15,35363,36682,658,1109,6
남은 인생 10년,2023-05-24,2024-05-15,9320,529817,153,209,7
악마와의 토크쇼,2024-05-08,2024-05-15,6090,59968,196,268,8
쿵푸팬더4,2024-04-10,2024-05-15,4920,1760925,106,124,9
쇼생크 탈출,1995-02-04,2024-05-15,4776,41966,100,133,10
범죄도시4,2024-04-24,2024-05-16,70542,10240940,1296,5375,1
그녀가 죽었다,2024-05-15,2024-05-16,37054,148831,867,3210,2
극장판 하이큐!! 쓰레기장의 결전,2024-05-15,2024-05-16,24283,203932,983,3313,3
혹성탈출: 새로운 시대,2024-05-08,2024-05-16,18857,611969,892,1934,4
가필드 더 무비,2024-05-15,2024-05-16,7080,109442,535,1051,5
이프: 상상의 친구,2024-05-15,2024-05-16,3523,40205,460,689,6
악마와의 토크쇼,2024-05-08,2024-05-16,2874,62842,191,273,7
남은 인생 10년,2023-05-24,2024-05-16,1851,531668,145,214,8
청춘 18X2 너에게로 이어지는 길,2024-05-22,2024-05-16,1516,2597,8,8,9
쿵푸팬더4,2024-04-10,2024-05-16,1136,1762061,44,45,10
범죄도시4,2024-04-24,2024-05-17,91040,10331980,1319,5701,1
그녀가 죽었다,2024-05-15,2024-05-17,49549,198380,922,3411,2
극장판 하이큐!! 쓰레기장의 결전,2024-05-15,2024-05-17,31976,235908,986,3480,3
혹성탈출: 새로운 시대,2024-05-08,2024-05-17,27154,639123,919,2100,4
가필드 더 무비,2024-05-15,2024-05-17,6356,115798,532,1049,5
이프: 상상의 친구,2024-05-15,2024-05-17,4885,45090,499,741,6
악마와의 토크쇼,2024-05-08,2024-05-17,3508,66350,195,275,7
남은 인생 10년,2023-05-24,2024-05-17,2995,534663,172,239,8
애비게일,2024-05-15,2024-05-17,1146,9305,183,250,9
쇼생크 탈출,1995-02-04,2024-05-17,1139,44011,98,143,10
범죄도시4,2024-04-24,2024-05-18,180564,10512544,1334,5713,1
그녀가 죽었다,2024-05-15,2024-05-18,98654,297034,1008,3452,2
혹성탈출: 새로운 시대,2024-05-08,2024-05-18,68926,708049,1035,2485,3
극장판 하이큐!! 쓰레기장의 결전,2024-05-15,2024-05-18,60745,296653,949,3703,4
가필드 더 무비,2024-05-15,2024-05-18,37822,153620,873,2143,5
이프: 상상의 친구,2024-05-15,2024-05-18,14027,59117,604,999,6
악마와의 토크쇼,2024-05-08,2024-05-18,5797,72147,202,279,7
남은 인생 10년,2023-05-24,2024-05-18,5601,540264,169,249,8
쇼생크 탈출,1995-02-04,2024-05-18,1930,45941,94,122,9
챌린저스,2024-04-24,2024-05-18,1745,73237,50,63,10
범죄도시4,2024-04-24,2024-05-19,147129,10659673,1285,5437,1
그녀가 죽었다,2024-05-15,2024-05-19,93532,390566,985,3388,2
혹성탈출: 새로운 시대,2024-05-08,2024-05-19,59021,767070,1025,2383,3
극장판 하이큐!! 쓰레기장의 결전,2024-05-15,2024-05-19,51631,348284,936,3472,4
가필드 더 무비,2024-05-15,2024-05-19,37877,191497,844,2063,5
이프: 상상의 친구,2024-05-15,2024-05-19,14628,73745,597,994,6
남은 인생 10년,2023-05-24,2024-05-19,6306,546570,170,247,7
악마와의 토크쇼,2024-05-08,2024-05-19,3770,75917,194,263,8
쿵푸팬더4,2024-04-10,2024-05-19,1642,1766417,100,114,9
챌린저스,2024-04-24,2024-05-19,1522,74759,43,57,10
범죄도시4,2024-04-24,2024-05-20,51462,10711135,1207,5057,1
그녀가 죽었다,2024-05-15,2024-05-20,33577,424143,900,3332,2
혹성탈출: 새로운 시대,2024-05-08,2024-05-20,15399,782469,884,2048,3
극장판 하이큐!! 쓰레기장의 결전,2024-05-15,2024-05-20,15023,363307,810,2532,4
가필드 더 무비,2024-05-15,2024-05-20,4080,195577,474,818,5
이프: 상상의 친구,2024-05-15,2024-05-20,2671,76416,373,501,6
